ds,y
3/15/2019 0:00,191576.77
3/16/2019 0:00,298262.85
3/17/2019 0:00,148819.81
3/18/2019 0:00,119698.61
3/19/2019 0:00,167803.06
3/20/2019 0:00,173748.24
3/21/2019 0:00,181249.33
3/22/2019 0:00,204721.55
3/23/2019 0:00,307384.32
3/24/2019 0:00,131423.68
3/25/2019 0:00,126402.18
3/26/2019 0:00,140738.56
3/27/2019 0:00,190657.2
3/28/2019 0:00,183762.61
3/29/2019 0:00,183555.24
3/30/2019 0:00,305410.53
3/31/2019 0:00,164767.25
4/1/2019 0:00,156765.47
4/2/2019 0:00,216363.47
4/3/2019 0:00,198613.3
4/4/2019 0:00,229745.55
4/5/2019 0:00,313589.08
4/6/2019 0:00,318889.86
4/7/2019 0:00,202830.4
4/8/2019 0:00,142774.87
4/9/2019 0:00,176738.19
4/10/2019 0:00,160294.91
4/11/2019 0:00,168658.08
4/12/2019 0:00,296099.28
4/13/2019 0:00,294661.43
4/14/2019 0:00,163723.87
4/15/2019 0:00,168026.07
4/16/2019 0:00,162316.34
4/17/2019 0:00,206427.05
4/18/2019 0:00,258286.76
4/20/2019 0:00,308868.15
4/22/2019 0:00,160678.87
4/23/2019 0:00,156915.74
4/24/2019 0:00,145248.59
4/25/2019 0:00,163813.11
4/26/2019 0:00,198485.39
4/27/2019 0:00,313590.99
4/28/2019 0:00,192380.98
4/29/2019 0:00,128432.3
4/30/2019 0:00,195466.18
5/1/2019 0:00,224432.87
5/2/2019 0:00,210828.36
5/3/2019 0:00,226466.84
5/4/2019 0:00,289724.03
5/5/2019 0:00,152626.48
5/6/2019 0:00,117627.62
5/7/2019 0:00,196890.23
5/8/2019 0:00,207801.98
5/9/2019 0:00,209781.95
5/10/2019 0:00,231243.54
5/11/2019 0:00,305537.05
5/12/2019 0:00,182247.96
5/13/2019 0:00,154476.07
5/14/2019 0:00,141986.3
5/15/2019 0:00,202145.46
5/16/2019 0:00,233890.56
5/17/2019 0:00,257355.37
5/18/2019 0:00,350542.71
5/19/2019 0:00,196004.06
5/21/2019 0:00,158943.35
5/22/2019 0:00,219871.48
5/23/2019 0:00,224859.5
5/24/2019 0:00,207029.13
5/25/2019 0:00,273523.18
5/26/2019 0:00,161507.09
5/27/2019 0:00,140988.96
5/28/2019 0:00,205011.75
5/29/2019 0:00,222050.06
5/30/2019 0:00,170581.92
5/31/2019 0:00,204452.05
6/1/2019 0:00,295907.09
6/2/2019 0:00,172213.53
6/3/2019 0:00,171424.02
6/4/2019 0:00,160719.84
6/5/2019 0:00,208410.53
6/6/2019 0:00,238292.86
6/7/2019 0:00,245063.81
6/8/2019 0:00,294600.55
6/9/2019 0:00,178356.88
6/10/2019 0:00,169782.97
6/11/2019 0:00,121960.23
6/12/2019 0:00,229654.38
6/13/2019 0:00,162297.89
6/14/2019 0:00,194775.52
6/15/2019 0:00,329820.02
6/16/2019 0:00,129055.52
6/17/2019 0:00,155978.95
6/18/2019 0:00,115951.74
6/19/2019 0:00,198576.05
6/20/2019 0:00,177742.94
6/21/2019 0:00,251404.38
6/22/2019 0:00,345355.81
6/23/2019 0:00,183206.52
6/24/2019 0:00,165000.66
6/25/2019 0:00,169792.82
6/26/2019 0:00,225315.81
6/27/2019 0:00,269310.18
6/28/2019 0:00,283665.58
6/29/2019 0:00,333578
6/30/2019 0:00,219297.31
7/2/2019 0:00,170723.53
7/3/2019 0:00,241741.5
7/4/2019 0:00,258254.25
7/5/2019 0:00,241064.99
7/6/2019 0:00,337915.18
7/7/2019 0:00,170435.71
7/8/2019 0:00,170903.93
7/9/2019 0:00,170737
7/10/2019 0:00,223246.54
7/11/2019 0:00,252412.04
7/12/2019 0:00,261184.44
7/13/2019 0:00,292333
7/14/2019 0:00,160400.34
7/15/2019 0:00,179836.46
7/16/2019 0:00,172128.51
7/17/2019 0:00,232620.64
7/18/2019 0:00,238089.57
7/19/2019 0:00,243917.71
7/20/2019 0:00,294071.15
7/21/2019 0:00,145655.96
7/22/2019 0:00,144799.22
7/23/2019 0:00,168428.45
7/24/2019 0:00,216017.77
7/25/2019 0:00,256421.94
7/26/2019 0:00,275917.42
7/27/2019 0:00,277309.56
7/28/2019 0:00,169965.53
7/29/2019 0:00,191037.51
7/30/2019 0:00,184422.36
7/31/2019 0:00,241570.86
8/1/2019 0:00,250381.16
8/2/2019 0:00,268170.85
8/3/2019 0:00,314931.98
8/4/2019 0:00,201196.29
8/5/2019 0:00,8688.5
8/6/2019 0:00,151698.74
8/7/2019 0:00,267799.08
8/8/2019 0:00,267123.32
8/9/2019 0:00,252365.88
8/10/2019 0:00,312188.58
8/11/2019 0:00,66293.5
8/12/2019 0:00,286315.47
8/13/2019 0:00,208951.34
8/14/2019 0:00,240565.5
8/15/2019 0:00,286095.52
8/16/2019 0:00,314602.23
8/17/2019 0:00,342637.29
8/18/2019 0:00,199792.65
8/19/2019 0:00,185910.83
8/20/2019 0:00,226468.26
8/21/2019 0:00,307261.3
8/22/2019 0:00,274558.25
8/23/2019 0:00,280453.23
8/24/2019 0:00,326568.25
8/25/2019 0:00,180911.42
8/26/2019 0:00,201261.46
8/27/2019 0:00,198188.7
8/28/2019 0:00,234464.29
8/29/2019 0:00,325864.83
8/30/2019 0:00,267184.18
8/31/2019 0:00,291434.99
9/1/2019 0:00,203852.95
9/3/2019 0:00,164481.48
9/4/2019 0:00,255798.71
9/5/2019 0:00,294795.85
9/6/2019 0:00,258113.14
9/7/2019 0:00,327786.5
9/8/2019 0:00,183402.1
